DbCity,DbMean,DbLowFid,DbHighFid,DbMeanByUS,DbRelByUS,Db_Lat,Db_Log
Db_AZ_Phoenix,10.7,10.2,11.1,10.8,-0.01,33.56033084,-112.1299019
Db_AZ_Phoenix,11.9,11.1,12.6,10.8,0.1,33.48785445,-112.0085684
Db_AZ_Phoenix,11.3,10.6,11.9,10.8,0.05,33.46954386,-112.1948671
Db_AZ_Mesa,6.3,5.8,6.7,10.8,-0.42,33.37180761,-111.6274316
Db_AZ_Phoenix,13.6,13.1,14.2,10.8,0.26,33.47689806,-112.1602715
Db_AZ_Peoria,5.4,4.9,5.8,10.8,-0.5,33.72074561,-112.2497818
Db_AZ_Phoenix,7.9,7.3,8.6,10.8,-0.27,33.64683291,-112.1604373
Db_AZ_Mesa,15.4,13.4,17.2,10.8,0.43,33.37176699,-111.6618357
Db_AZ_Phoenix,8,7.3,8.6,10.8,-0.26,33.51646897,-112.0518734
Db_AZ_Mesa,5.2,4.8,5.5,10.8,-0.52,33.38618734,-111.7100065
Db_AZ_Phoenix,11.9,11.4,12.4,10.8,0.1,33.57826824,-112.090574
Db_AZ_Phoenix,9,8.6,9.5,10.8,-0.17,33.45839488,-111.986788
Db_AZ_Phoenix,7.4,7.1,7.7,10.8,-0.31,33.41635227,-112.162909
Db_AZ_Phoenix,11.3,10.7,11.9,10.8,0.05,33.49810459,-112.0908447
Db_AZ_Mesa,12.6,11.8,13.3,10.8,0.17,33.40424445,-111.8315944
Db_AZ_Phoenix,6.7,6.3,7.2,10.8,-0.38,33.63262587,-112.1078795
Db_AZ_Phoenix,11,10.5,11.5,10.8,0.02,33.51309982,-112.1255712
Db_AZ_Phoenix,8.4,8,8.9,10.8,-0.22,33.55674398,-112.1040175
Db_AZ_Phoenix,12.6,11.9,13.2,10.8,0.17,33.35522687,-112.1014834
Db_AZ_Phoenix,8.4,7.9,8.9,10.8,-0.22,33.48752226,-112.0694199
Db_AZ_Mesa,9.6,9.2,10,10.8,-0.11,33.41498405,-111.8482565
Db_AZ_Peoria,13.8,12.9,14.7,10.8,0.28,33.55811979,-112.2815315
Db_AZ_Phoenix,4.7,4.3,5.1,10.8,-0.56,33.44776725,-112.0738957
Db_AZ_Glendale,10,9.6,10.3,10.8,-0.07,33.52726429,-112.2118198
Db_AZ_Phoenix,11.7,11.2,12.3,10.8,0.08,33.50171774,-112.2335698
Db_AZ_Phoenix,8.4,7.7,9,10.8,-0.22,33.53099015,-112.0518662
Db_AZ_Phoenix,13.3,12.6,14.1,10.8,0.23,33.38507604,-112.0559281
Db_AZ_Phoenix,6.3,5.8,6.8,10.8,-0.42,33.7282329,-112.1953636
Db_AZ_Phoenix,7.4,6.6,8.1,10.8,-0.31,33.63319984,-111.9515948
Db_AZ_Phoenix,7.2,6.8,7.5,10.8,-0.33,33.6439455,-112.0633646
Db_AZ_Mesa,9.7,9.1,10.2,10.8,-0.1,33.44413807,-111.8311469
Db_AZ_Phoenix,6.9,6.4,7.5,10.8,-0.36,33.6727309,-112.0866239
Db_AZ_Mesa,7.9,7.3,8.5,10.8,-0.27,33.3606036,-111.850481
Db_AZ_Phoenix,16,15.1,16.8,10.8,0.48,33.44397955,-112.10407
Db_AZ_Phoenix,6.9,6.5,7.4,10.8,-0.36,33.63005937,-112.0756895
Db_AZ_Peoria,8.9,8.1,9.6,10.8,-0.18,33.61645602,-112.2474722
Db_AZ_Phoenix,4.7,4.4,5,10.8,-0.56,33.77035584,-112.1567793
Db_AZ_Mesa,13.2,12.6,13.8,10.8,0.22,33.41896388,-111.6208132
Db_AZ_Phoenix,9,8.4,9.6,10.8,-0.17,33.47297084,-112.05638
Db_AZ_Phoenix,9.9,9.2,10.8,10.8,-0.08,33.58923165,-112.1082097
Db_AZ_Phoenix,11.2,10.4,11.9,10.8,0.04,33.47302403,-112.0345664
Db_AZ_Glendale,8.2,7.4,9,10.8,-0.24,33.66032665,-112.2116877
Db_AZ_Phoenix,7.3,6.9,7.7,10.8,-0.32,33.6435889,-112.1248723
Db_AZ_Phoenix,6.4,5.9,6.9,10.8,-0.41,33.6654926,-112.1604473
Db_AZ_Phoenix,8.7,8.1,9.3,10.8,-0.19,33.61932102,-112.0046826
Db_AZ_Phoenix,8.1,7.6,8.6,10.8,-0.25,33.5165358,-112.0737249
Db_AZ_Phoenix,8,7.5,8.5,10.8,-0.26,33.43503755,-112.2181111
Db_AZ_Phoenix,6.8,6.3,7.4,10.8,-0.37,33.5020381,-112.0345443
Db_AZ_Mesa,12,11.2,12.7,10.8,0.11,33.38627467,-111.6587665
Db_AZ_Mesa,15.8,14,17.4,10.8,0.46,33.4735177,-111.7173117
Db_AZ_Phoenix,8.1,7.3,8.9,10.8,-0.25,33.75933387,-111.9796401
Db_AZ_Phoenix,7.5,7.1,7.9,10.8,-0.31,33.38479343,-112.1594886
Db_AZ_Mesa,9.5,9,10,10.8,-0.12,33.39709609,-111.79685
Db_AZ_Phoenix,9.6,9.3,10,10.8,-0.11,33.56037692,-112.1126416
Db_AZ_Phoenix,10,9.5,10.5,10.8,-0.07,33.49139144,-112.021563
Db_AZ_Phoenix,13.6,13.1,14.2,10.8,0.26,33.39947274,-112.1078245
Db_AZ_Glendale,12.8,12.2,13.3,10.8,0.19,33.52730729,-112.1591843
Db_AZ_Phoenix,8.7,8,9.4,10.8,-0.19,33.60471125,-112.0045108
Db_AZ_Mesa,16.1,14.2,17.9,10.8,0.49,33.40062188,-111.6587947
Db_AZ_Glendale,8.1,7.6,8.6,10.8,-0.25,33.53674161,-112.3201802
Db_AZ_Phoenix,7.3,6.6,8.1,10.8,-0.32,33.33160776,-112.005424
Db_AZ_Phoenix,11.4,10.8,12.1,10.8,0.06,33.48755656,-112.2075721
Db_AZ_Mesa,6,5.7,6.4,10.8,-0.44,33.43217917,-111.8750324
Db_AZ_Phoenix,7.7,7.2,8.2,10.8,-0.29,33.54556161,-112.0738396
Db_AZ_Phoenix,11.3,10.7,11.9,10.8,0.05,33.48747073,-112.21623
Db_AZ_Glendale,12.6,11.9,13.3,10.8,0.17,33.54579577,-112.1774088
Db_AZ_Phoenix,12.5,11.6,13.2,10.8,0.16,33.47380492,-112.1394437
Db_AZ_Phoenix,6.8,6.4,7.2,10.8,-0.37,33.40371984,-112.2462301
Db_AZ_Peoria,7.6,7,8.3,10.8,-0.3,33.60325203,-112.2114133
Db_AZ_Phoenix,7.4,6.8,7.9,10.8,-0.31,33.66192017,-112.0913975
Db_AZ_Phoenix,6.6,6.2,7,10.8,-0.39,33.42092906,-112.2809014
Db_AZ_Glendale,7.9,7.3,8.4,10.8,-0.27,33.63080847,-112.2090954
Db_AZ_Phoenix,6.8,6.2,7.4,10.8,-0.37,33.66717041,-112.0092023
Db_AZ_Mesa,9.1,8.5,9.7,10.8,-0.16,33.42609102,-111.8141595
Db_AZ_Glendale,11.1,10.4,11.8,10.8,0.03,33.56031032,-112.160288
Db_AZ_Mesa,8.3,7.6,9,10.8,-0.23,33.37099426,-111.8858429
Db_AZ_Glendale,8.4,7.9,9,10.8,-0.22,33.68371729,-112.1943586
Db_AZ_Phoenix,6.6,6.2,7.1,10.8,-0.39,33.29922676,-112.0736494
Db_AZ_Phoenix,12.2,11.4,12.9,10.8,0.13,33.47309708,-112.0085557
Db_AZ_Mesa,8.2,7.7,8.6,10.8,-0.24,33.38584311,-111.8490246
Db_AZ_Peoria,10.1,9.5,10.8,10.8,-0.06,33.5730441,-112.2626647
Db_AZ_Phoenix,15.1,14.3,16,10.8,0.4,33.39930522,-112.1380829
Db_AZ_Phoenix,6.7,6.2,7.2,10.8,-0.38,33.66160598,-112.1067463
Db_AZ_Mesa,10,9.5,10.6,10.8,-0.07,33.44461196,-111.6929143
Db_AZ_Glendale,9.2,8.8,9.6,10.8,-0.15,33.5306137,-112.2290552
Db_AZ_Phoenix,9.6,9.1,10.1,10.8,-0.11,33.62981666,-112.0253133
Db_AZ_Phoenix,12.9,12.1,13.8,10.8,0.19,33.4549803,-112.0607293
Db_AZ_Phoenix,6.5,6.1,6.8,10.8,-0.4,33.35393207,-112.1775681
Db_AZ_Phoenix,6.7,6.1,7.2,10.8,-0.38,33.29818843,-112.0237347
Db_AZ_Phoenix,4.5,4.2,4.8,10.8,-0.58,33.71605298,-112.0888776
Db_AZ_Peoria,10.7,9.5,12,10.8,-0.01,33.82149073,-112.354292
Db_AZ_Phoenix,9,8.4,9.7,10.8,-0.17,33.55103964,-112.0161211
Db_AZ_Mesa,6.7,6.4,7.1,10.8,-0.38,33.38784133,-111.6239612
Db_AZ_Phoenix,7.5,6.8,8.2,10.8,-0.31,33.49886195,-112.004177
Db_AZ_Phoenix,13.6,12.7,14.4,10.8,0.26,33.45511161,-112.0519793
Db_AZ_Phoenix,12.7,12,13.4,10.8,0.18,33.39958515,-112.0559842
Db_AZ_Glendale,12.9,12.4,13.4,10.8,0.19,33.51308736,-112.1947392
Db_AZ_Phoenix,11.8,11.2,12.4,10.8,0.09,33.54948465,-112.1059643
Db_AZ_Glendale,8.8,8.3,9.4,10.8,-0.19,33.6179688,-112.1772545
Db_AZ_Phoenix,12.6,12,13.3,10.8,0.17,33.48762029,-112.1991683
Db_AZ_Mesa,10,9.6,10.4,10.8,-0.07,33.38617392,-111.8227306
Db_AZ_Mesa,6.5,6,6.9,10.8,-0.4,33.35771176,-111.6617836
Db_AZ_Phoenix,8.7,8.1,9.3,10.8,-0.19,33.59043164,-111.9870919
Db_AZ_Mesa,7.3,6.7,7.8,10.8,-0.32,33.43001713,-111.7450053
Db_AZ_Phoenix,11.7,11.2,12.3,10.8,0.08,33.5312015,-112.1428693
Db_AZ_Glendale,6.2,5.8,6.6,10.8,-0.43,33.64541226,-112.2288548
Db_AZ_Phoenix,17.2,16.3,18,10.8,0.59,33.44399615,-112.1127649
Db_AZ_Mesa,10.9,10.2,11.7,10.8,0.01,33.4176144,-111.7029648
Db_AZ_Phoenix,12.5,11.8,13.2,10.8,0.16,33.47688146,-112.1777032
Db_AZ_Phoenix,6.1,5.6,6.5,10.8,-0.44,33.35598034,-111.9745918
Db_AZ_Phoenix,7.9,7.2,8.7,10.8,-0.27,33.60420611,-111.95191
Db_AZ_Glendale,10.1,9.4,10.7,10.8,-0.06,33.5864464,-112.163507
Db_AZ_Peoria,5.4,5,5.9,10.8,-0.5,33.73933765,-112.2458031
Db_AZ_Phoenix,9.7,9.1,10.3,10.8,-0.1,33.59113315,-112.1575389
Db_AZ_Glendale,11.5,11,12,10.8,0.06,33.53421581,-112.1607801
Db_AZ_Phoenix,11.8,11.2,12.3,10.8,0.09,33.50217507,-112.1602179
Db_AZ_Phoenix,7.5,7,7.9,10.8,-0.31,33.49410274,-112.2637357
Db_AZ_Glendale,8.4,7.8,8.9,10.8,-0.22,33.56437253,-112.4041743
Db_AZ_Phoenix,6.6,6.2,6.9,10.8,-0.39,33.66172573,-112.0742002
Db_AZ_Phoenix,10.9,10.4,11.4,10.8,0.01,33.46421191,-112.1684127
Db_AZ_Mesa,10.3,9.7,11,10.8,-0.05,33.43014212,-111.8482284
Db_AZ_Phoenix,15.5,14.5,16.4,10.8,0.44,33.47319616,-112.1257613
Db_AZ_Peoria,5.8,5.3,6.2,10.8,-0.46,33.67215166,-112.2537043
Db_AZ_Phoenix,5.7,5.3,6.2,10.8,-0.47,33.31211679,-111.9837796
Db_AZ_Phoenix,10.9,10.4,11.4,10.8,0.01,33.50591132,-112.106205
Db_CA_Inglewood,12.7,12,13.5,10.8,0.18,33.94397113,-118.3499377
Db_CA_Antioch,12.1,11.6,12.6,10.8,0.12,38.00047394,-121.8155705
Db_CA_Burbank,7.6,7,8.2,10.8,-0.3,34.1622732,-118.349317
Db_CA_Palmdale,9.7,9.2,10.2,10.8,-0.1,34.54643839,-118.0743814
Db_CA_Riverside,6.3,5.9,6.6,10.8,-0.42,33.93671531,-117.3004099
Db_CA_Roseville,5.9,5.6,6.4,10.8,-0.45,38.77964488,-121.286282
Db_CA_Santa Maria,9.7,9.1,10.2,10.8,-0.1,34.94232925,-120.4448288
Db_CA_Thousand Oaks,6.9,6.4,7.4,10.8,-0.36,34.22163059,-118.8779655
Db_CA_West Covina,8.8,8.3,9.4,10.8,-0.19,34.03780877,-117.9154818
Db_CA_Corona,10,9.5,10.4,10.8,-0.07,33.8926152,-117.5552951
Db_CA_Anaheim,11.3,10.5,12.1,10.8,0.05,33.8466852,-117.9187307
Db_CA_Anaheim,9.1,8.7,9.6,10.8,-0.16,33.81047694,-117.9545102
Db_CA_Alhambra,12,11.3,12.7,10.8,0.11,34.0909207,-118.1536066
Db_CA_Alhambra,10.7,10,11.3,10.8,-0.01,34.1012449,-118.121802
Db_CA_Anaheim,9.5,9.1,10,10.8,-0.12,33.82350148,-118.0131484
Db_CA_Anaheim,9.1,8.6,9.6,10.8,-0.16,33.84407492,-117.8586542
Db_CA_Anaheim,8.9,8.6,9.3,10.8,-0.18,33.8331828,-117.9633387
Db_CA_Anaheim,10.7,10.2,11.2,10.8,-0.01,33.83579462,-117.9285477
Db_CA_Alhambra,10.9,10.2,11.6,10.8,0.01,34.06549182,-118.1507077
Db_CA_Alameda,6.5,6.1,6.9,10.8,-0.4,37.78308551,-122.306499
Db_CA_Alameda,8.3,7.7,8.9,10.8,-0.23,37.73311156,-122.2412119
Db_CA_Anaheim,10.2,9.7,10.8,10.8,-0.06,33.8145697,-117.9791768
Db_CA_Anaheim,8,7.4,8.6,10.8,-0.26,33.85495866,-117.7543981
Db_CA_Anaheim,3.9,3.6,4.1,10.8,-0.64,33.79901191,-117.8842136
Db_CA_Anaheim,8.4,8,8.9,10.8,-0.22,33.85844056,-117.7733813
Db_CA_Antioch,7.6,7.2,8,10.8,-0.3,37.98720416,-121.8566329
Db_CA_Anaheim,9.7,9.1,10.2,10.8,-0.1,33.83549142,-117.8790976
Db_CA_Alameda,7.3,6.7,7.9,10.8,-0.32,37.76980455,-122.2582454
Db_CA_Anaheim,7.9,7.6,8.3,10.8,-0.27,33.81184457,-117.8907478
Db_CA_Anaheim,9.6,9,10.2,10.8,-0.11,33.79983581,-117.9191516
Db_CA_Alameda,7.8,7.2,8.5,10.8,-0.28,37.76456252,-122.2311701
Db_CA_Antioch,7.9,7.5,8.3,10.8,-0.27,37.96788396,-121.7692732
Db_CA_Anaheim,7.6,7.2,7.9,10.8,-0.3,33.86748481,-117.770719
Db_CA_Anaheim,10,9.5,10.6,10.8,-0.07,33.85107769,-117.9560727
Db_CA_Antioch,8.2,7.8,8.6,10.8,-0.24,37.95196133,-121.7640473
Db_CA_Alhambra,13.3,12.3,14.2,10.8,0.23,34.07366058,-118.139349
Db_CA_Anaheim,11.8,11.1,12.5,10.8,0.09,33.82470138,-117.9977753
Db_CA_Anaheim,11.8,11.2,12.5,10.8,0.09,33.80640148,-117.9607879
Db_CA_Alhambra,13.2,12.5,13.9,10.8,0.22,34.07190298,-118.1255878
Db_CA_Anaheim,11.6,11,12.1,10.8,0.07,33.85763627,-117.9053456
Db_CA_Alhambra,9.6,9,10.3,10.8,-0.11,34.10399969,-118.1321696
Db_CA_Anaheim,10.5,9.9,11,10.8,-0.03,33.82643021,-117.9487798
Db_CA_Anaheim,11.8,11.2,12.4,10.8,0.09,33.81417478,-117.9716089
Db_CA_Antioch,10.2,9.7,10.7,10.8,-0.06,38.00887079,-121.7874811
Db_CA_Alhambra,11.2,10.6,12,10.8,0.04,34.07101963,-118.1550448
Db_CA_Anaheim,8.5,7.9,9.1,10.8,-0.21,33.83825255,-117.7640668
Db_CA_Anaheim,11.1,10.3,11.9,10.8,0.03,33.84778933,-117.9100717
Db_CA_Antioch,10,9.5,10.5,10.8,-0.07,37.99468476,-121.8308707
Db_CA_Anaheim,10.2,9.5,10.8,10.8,-0.06,33.85062713,-117.8977733
Db_CA_Alameda,8.1,7.5,8.7,10.8,-0.25,37.7535845,-122.2400328
Db_CA_Anaheim,17.3,16,18.5,10.8,0.6,33.83284196,-118.0048626
Db_CA_Alameda,8.7,8.1,9.3,10.8,-0.19,37.75152797,-122.2567294
Db_CA_Alhambra,9.9,9.2,10.6,10.8,-0.08,34.09572016,-118.1472415
Db_CA_Anaheim,11.2,10.7,11.6,10.8,0.04,33.81424137,-117.941414
Db_CA_Anaheim,8.4,8,8.8,10.8,-0.22,33.84381742,-117.8762311
Db_CA_Anaheim,8.8,8.2,9.3,10.8,-0.19,33.85172694,-117.8126763
Db_CA_Anaheim,10.1,9.6,10.6,10.8,-0.06,33.82497186,-117.9717657
Db_CA_Anaheim,9.7,9.2,10.3,10.8,-0.1,33.79284581,-117.9109564
Db_CA_Anaheim,,,,10.8,-1,33.80962498,-117.918672
Db_CA_Anaheim,12.1,11.3,12.9,10.8,0.12,33.82112141,-117.9110788
Db_CA_Antioch,8.4,7.9,8.9,10.8,-0.22,37.9747187,-121.8290221
Db_CA_Alhambra,12,11.1,12.9,10.8,0.11,34.08766237,-118.1302886
Db_CA_Anaheim,7.3,6.9,7.7,10.8,-0.32,33.86788283,-117.8041591
Db_CA_Alameda,9.2,8.6,9.7,10.8,-0.15,37.77592983,-122.2477769
Db_CA_Anaheim,9.7,9.2,10.3,10.8,-0.1,33.79310215,-117.8955408
Db_CA_Anaheim,11.6,11.1,12.2,10.8,0.07,33.82461165,-118.0065042
Db_CA_Anaheim,11.2,10.6,11.9,10.8,0.04,33.82125951,-117.9565277
Db_CA_Anaheim,7,6.6,7.5,10.8,-0.35,33.84366981,-117.7338183
Db_CA_Anaheim,11.5,10.8,12.1,10.8,0.06,33.81473054,-118.0067926
Db_CA_Anaheim,9.6,9,10.2,10.8,-0.11,33.83613681,-117.9110843
Db_CA_Alhambra,10.7,10,11.5,10.8,-0.01,34.08324526,-118.1260625
Db_CA_Antioch,11,10.5,11.5,10.8,0.02,37.99106533,-121.8367582
Db_CA_Anaheim,5,4.6,5.5,10.8,-0.54,33.85696948,-117.8543201
Db_CA_Antioch,9.8,9.3,10.4,10.8,-0.09,37.98657953,-121.8155924
Db_CA_Alameda,7.4,6.9,7.9,10.8,-0.31,37.77149224,-122.2690582
Db_CA_Anaheim,9.4,8.9,10,10.8,-0.13,33.84326903,-117.9482328
Db_CA_Anaheim,11.5,10.8,12.2,10.8,0.06,33.84343687,-117.8971362
Db_CA_Anaheim,11.3,10.7,11.9,10.8,0.05,33.82748242,-117.9346613
Db_CA_Alameda,9.9,9.3,10.5,10.8,-0.08,37.77783222,-122.2835979
Db_CA_Anaheim,9.1,8.6,9.6,10.8,-0.16,33.82319087,-117.8766929
Db_CA_Alameda,7.6,7.1,8.2,10.8,-0.3,37.75965792,-122.2342986
Db_CA_Anaheim,9.1,8.4,9.8,10.8,-0.16,33.84882931,-117.769679
Db_CA_Alhambra,13.3,12.3,14.2,10.8,0.23,34.09616769,-118.131602
Db_CA_Alhambra,14,12.9,15.1,10.8,0.3,34.0821873,-118.1127578
Db_CA_Anaheim,10.6,10.2,11.1,10.8,-0.02,33.82485539,-117.980284
Db_CA_Antioch,10.8,10.3,11.3,10.8,0,38.00533316,-121.7994412
Db_CA_Alhambra,12.3,11.4,13.2,10.8,0.14,34.06531671,-118.1407538
Db_CA_Antioch,10.7,10.2,11.1,10.8,-0.01,38.00370187,-121.8278002
Db_CA_Antioch,8.5,8.1,8.9,10.8,-0.21,37.97824397,-121.7753476
Db_CA_Anaheim,11.3,10.6,12,10.8,0.05,33.85074528,-117.933024
Db_CA_Alameda,8.4,7.9,9,10.8,-0.22,37.7596493,-122.2599701
Db_CA_Alhambra,10.7,10.1,11.3,10.8,-0.01,34.0869807,-118.1401609
Db_CA_Anaheim,9.8,9.2,10.4,10.8,-0.09,33.79425633,-117.9374633
Db_CA_Anaheim,10.3,9.9,10.8,10.8,-0.05,33.83553798,-117.9790051
Db_CA_Antioch,8.9,8.4,9.3,10.8,-0.18,37.94792611,-121.7990234
Db_CA_Alhambra,12,11.1,12.9,10.8,0.11,34.08415561,-118.1201868
Db_CA_Anaheim,9.5,8.7,10.2,10.8,-0.12,33.85645881,-117.8735996
Db_CA_Anaheim,9.5,9,10,10.8,-0.12,33.84875953,-117.9790557
Db_CA_Anaheim,7.8,7.3,8.3,10.8,-0.28,33.84541407,-117.8333672
Db_CA_Anaheim,12.7,12,13.3,10.8,0.18,33.815883,-117.9983097
Db_CA_Anaheim,10.5,9.8,11.1,10.8,-0.03,33.81064059,-117.9305408
Db_CA_Alhambra,10.5,9.9,11.3,10.8,-0.03,34.09518792,-118.118974
Db_CA_Anaheim,11.3,10.9,11.8,10.8,0.05,33.80467958,-117.939995
Db_CA_Anaheim,11,10.3,11.5,10.8,0.02,33.83383992,-117.9978682
Db_CA_Anaheim,10,9.4,10.7,10.8,-0.07,33.84626687,-117.8849289
Db_CA_Alameda,9.6,9,10.4,10.8,-0.11,37.78119163,-122.2660793
Db_CA_Anaheim,8.1,7.5,8.6,10.8,-0.25,33.8282531,-117.9147568
Db_CA_Antioch,11.3,10.7,11.9,10.8,0.05,37.99192449,-121.7964225
Db_CA_Anaheim,,,,10.8,-1,33.85868518,-117.8160597
Db_CA_Alameda,8,7.5,8.6,10.8,-0.26,37.76917017,-122.2851366
Db_CA_Anaheim,7.5,7,8.1,10.8,-0.31,33.8557292,-117.7066756
Db_CA_Inglewood,12.5,11.8,13.2,10.8,0.16,33.93434961,-118.3393882
Db_CA_Anaheim,7.1,6.6,7.6,10.8,-0.34,33.85993636,-117.7443134
Db_CA_Alhambra,12.4,11.7,13.1,10.8,0.15,34.07644984,-118.125985
Db_CA_Anaheim,9.7,9.1,10.3,10.8,-0.1,33.84466074,-117.8107388
Db_CA_Antioch,10.9,10.4,11.5,10.8,0.01,38.00261461,-121.8485516
Db_CA_Anaheim,8.5,8,8.9,10.8,-0.21,33.83706591,-117.9519675
Db_CA_Alhambra,10.1,9.5,10.8,10.8,-0.06,34.09514215,-118.1377177
Db_CA_Anaheim,8.6,8.1,9,10.8,-0.2,33.81374945,-118.014225
Db_CA_Alhambra,12.1,11.4,12.8,10.8,0.12,34.08206268,-118.1526495
Db_CA_Antioch,10.1,9.6,10.7,10.8,-0.06,38.00302027,-121.7681174
Db_CA_Antioch,8.3,7.9,8.7,10.8,-0.23,37.98867343,-121.7665356
Db_CA_Anaheim,12.4,11.6,13.2,10.8,0.15,33.86682967,-117.8610299
Db_CA_Anaheim,10.3,9.9,10.8,10.8,-0.05,33.84404273,-117.9331121
Db_CA_Anaheim,9.8,9.2,10.3,10.8,-0.09,33.82914088,-117.8794788
Db_CA_Anaheim,8.9,8.2,9.7,10.8,-0.18,33.83716167,-117.8191307
Db_CA_Anaheim,11.7,10.9,12.4,10.8,0.08,33.82515317,-117.9095107
Db_CA_Alameda,9.2,8.6,9.8,10.8,-0.15,37.76322351,-122.2723289
Db_CA_Anaheim,12.3,11.6,13,10.8,0.14,33.82009997,-117.9300579
Db_CA_Anaheim,7.3,6.8,7.8,10.8,-0.32,33.79425631,-117.9161662
Db_CA_Antioch,9.7,9.3,10.1,10.8,-0.1,37.97625276,-121.7940176
Db_CA_Anaheim,,,,10.8,-1,33.87659796,-117.7495435
Db_CA_Alhambra,11.2,10.5,11.9,10.8,0.04,34.08027932,-118.1390207
Db_CA_Anaheim,11,10.5,11.6,10.8,0.02,33.84525437,-117.9688576
Db_CA_Alameda,8.6,8,9.2,10.8,-0.2,37.74313206,-122.2489712
Db_CA_Anaheim,11.3,10.5,12.2,10.8,0.05,33.8141312,-117.9103185
Db_CA_Anaheim,10.9,10.3,11.6,10.8,0.01,33.83275691,-117.8962472
Db_CA_Antioch,10,9.6,10.5,10.8,-0.07,38.01612117,-121.8235889
Db_CA_Antioch,8.9,8.5,9.4,10.8,-0.18,37.97151295,-121.7478858
Db_CA_Anaheim,10.7,10,11.3,10.8,-0.01,33.81655259,-117.9889522
Db_CA_Anaheim,9.1,8.3,9.8,10.8,-0.16,33.8407664,-117.7923656
Db_CA_Alameda,7.8,7.3,8.3,10.8,-0.28,37.76664138,-122.2475404
Db_CA_Anaheim,9.7,9.3,10.1,10.8,-0.1,33.82477507,-117.9890346
Db_CA_Anaheim,11.5,10.7,12.2,10.8,0.06,33.79754011,-117.9020305
Db_CA_Daly City,10.7,9.9,11.5,10.8,-0.01,37.6750114,-122.4856182
Db_CA_Concord,8.1,7.5,8.7,10.8,-0.25,37.94132574,-122.0414272
Db_CA_Bakersfield,8.3,7.7,8.9,10.8,-0.23,35.33073991,-119.1012478
Db_CA_Berkeley,7,6.5,7.7,10.8,-0.35,37.891723,-122.259435
Db_CA_Chula Vista,9.8,9.3,10.3,10.8,-0.09,32.63319401,-117.0358627
Db_CA_Bellflower,9.3,8.8,9.8,10.8,-0.14,33.90604693,-118.1206893
Db_CA_Compton,10.9,10.3,11.5,10.8,0.01,33.89977156,-118.218295
Db_CA_Bellflower,8.5,8.1,9,10.8,-0.21,33.89969795,-118.1201748
Db_CA_Downey,9.4,8.8,10,10.8,-0.13,33.94206069,-118.1289739
Db_CA_Downey,10.8,10.1,11.6,10.8,0,33.90823525,-118.1471818
Db_CA_Bakersfield,10.1,9.7,10.6,10.8,-0.06,35.30293749,-119.0444851
Db_CA_Corona,11.9,11.3,12.4,10.8,0.1,33.89919336,-117.5770355
Db_CA_Carson,12,11.4,12.6,10.8,0.11,33.82935095,-118.2697206
Db_CA_Bakersfield,8.1,7.7,8.4,10.8,-0.25,35.27969432,-119.0807791
Db_CA_Carlsbad,8,7.3,8.8,10.8,-0.26,33.14803836,-117.3191937
Db_CA_Buena Park,12.1,11.5,12.7,10.8,0.12,33.82519362,-118.0163998
Db_CA_Compton,12.3,11.6,12.9,10.8,0.14,33.89187871,-118.2453653
Db_CA_Chula Vista,10.1,9.7,10.6,10.8,-0.06,32.62742031,-117.0676039
Db_CA_Bakersfield,14,13.4,14.6,10.8,0.3,35.34579851,-119.0122155
Db_CA_Bakersfield,7.7,7.1,8.2,10.8,-0.29,35.39154247,-119.1121596
Db_CA_Citrus Heights,9,8.3,9.8,10.8,-0.17,38.71399558,-121.2615642
Db_CA_Chino,8.3,7.7,8.8,10.8,-0.23,34.00836325,-117.6630434
Db_CA_Concord,,,,10.8,-1,37.96297979,-122.0596717
Db_CA_Costa Mesa,8.3,7.6,8.9,10.8,-0.23,33.64788846,-117.941597
Db_CA_Corona,7.5,7,7.9,10.8,-0.31,33.86488956,-117.5910427
Db_CA_Clovis,8.7,8,9.3,10.8,-0.19,36.81576776,-119.6728738
Db_CA_Burbank,7.7,7.2,8.4,10.8,-0.29,34.18658488,-118.2959084
Db_CA_Compton,12.6,11.9,13.2,10.8,0.17,33.88196916,-118.2124134
Db_CA_Concord,9,8.4,9.6,10.8,-0.17,37.95525285,-121.9777929
Db_CA_Bakersfield,11.4,10.9,11.9,10.8,0.06,35.3601532,-119.0495028
Db_CA_Daly City,11.3,10.6,12.1,10.8,0.05,37.70510869,-122.4529126
Db_CA_Carson,10.7,10.1,11.2,10.8,-0.01,33.83449439,-118.2430906
Db_CA_Compton,10,9.3,10.6,10.8,-0.07,33.90234655,-118.1906136
Db_CA_Chula Vista,9,8.6,9.4,10.8,-0.17,32.6481405,-116.9935068
Db_CA_Chino,9,8.5,9.5,10.8,-0.17,34.01553552,-117.6740258
Db_CA_Baldwin Park,11,10.3,11.7,10.8,0.02,34.08759335,-117.9726977
Db_CA_Corona,9.7,9.1,10.3,10.8,-0.1,33.86160613,-117.563446
Db_CA_Clovis,11.1,10.6,11.6,10.8,0.03,36.79766147,-119.7203949
Db_CA_Bakersfield,10.7,10,11.4,10.8,-0.01,35.4034054,-118.9550623
Db_CA_Downey,10.9,10.2,11.4,10.8,0.01,33.92808289,-118.145311
Db_CA_Berkeley,6.2,5.9,6.6,10.8,-0.43,37.86184138,-122.248923
Db_CA_Berkeley,6.4,6,6.8,10.8,-0.41,37.86684412,-122.2771352
