Hd_City,HdMean,HdLowFid,HdHighFid,HdMeanByUS,HdRelByUS,Hd_Lat,Hd_Log
KSOverland Park,3.5,3.1,3.9,6.4,-0.45,38.89148029,-94.6944695
KSWichita,7.5,6.7,8.2,6.4,0.17,37.65907239,-97.42894871
KSWichita,4.9,4.4,5.4,6.4,-0.23,37.62563003,-97.40933281
KSKansas City,6.1,5.6,6.7,6.4,-0.05,39.135841,-94.77333825
KSOlathe,3.1,2.8,3.5,6.4,-0.52,38.90450201,-94.80572168
KSWichita,7.5,7,8.1,6.4,0.17,37.63972912,-97.30125825
KSKansas City,5.8,5.5,6.2,6.4,-0.09,39.10638664,-94.64137598
KSLawrence,4.8,4.4,5.3,6.4,-0.25,38.99975313,-95.23785397
KSKansas City,3.8,3.5,4.2,6.4,-0.41,39.05456775,-94.61215973
KSOverland Park,5.3,4.7,6,6.4,-0.17,38.94572912,-94.71397322
KSWichita,6.7,6.2,7.2,6.4,0.05,37.58635315,-97.32016699
KSWichita,7,6.4,7.6,6.4,0.09,37.63833306,-97.36077836
KSLawrence,3,2.7,3.4,6.4,-0.53,38.9671303,-95.25125542
KSWichita,5.5,5.2,5.9,6.4,-0.14,37.68076144,-97.36366503
KSTopeka,6.2,5.9,6.5,6.4,-0.03,39.00374462,-95.67918461
KSOverland Park,3.9,3.5,4.4,6.4,-0.39,38.98569059,-94.69575714
KSOverland Park,4.2,3.7,4.8,6.4,-0.34,38.87642077,-94.69349501
KSKansas City,1,1,1,6.4,-0.84,39.10491451,-94.61134474
KSOlathe,5.6,5.1,6.2,6.4,-0.13,38.87546561,-94.82853744
KSWichita,8.8,7.8,10.1,6.4,0.38,37.70331679,-97.37834089
KSWichita,8,7.4,8.6,6.4,0.25,37.6682603,-97.32425107
KSWichita,9.9,9,10.9,6.4,0.55,37.70787475,-97.30555292
KSOlathe,2.5,2.3,2.8,6.4,-0.61,38.8476144,-94.77042068
KSOlathe,4.2,3.7,4.6,6.4,-0.34,38.86184888,-94.79712541
KSWichita,8.3,7.6,9.1,6.4,0.30,37.71112619,-97.3165111
KSOlathe,4,3.6,4.4,6.4,-0.38,38.89070608,-94.77504399
KSWichita,7.1,6.5,7.8,6.4,0.11,37.73228906,-97.30626354
KSTopeka,7,6.3,7.7,6.4,0.09,39.01569418,-95.75514811
KSKansas City,1,1,1,6.4,-0.84,39.08957297,-94.68284726
KSTopeka,5,4.7,5.4,6.4,-0.22,39.05240221,-95.70307873
KSWichita,6.1,5.4,7,6.4,-0.05,37.70163075,-97.24244537
KSKansas City,10.3,9.5,11.3,6.4,0.61,39.073911,-94.75086111
KSWichita,5.1,4.6,5.6,6.4,-0.20,37.7192955,-97.24427588
KSTopeka,5.7,5.3,6.3,6.4,-0.11,39.01106828,-95.72123232
KSKansas City,6.6,5.9,7.3,6.4,0.03,39.0528131,-94.67296439
KSWichita,6.4,5.8,7,6.4,0.00,37.67584118,-97.24144335
KSWichita,6.9,6.3,7.5,6.4,0.08,37.69027682,-97.36713181
KSTopeka,1,1,1,6.4,-0.84,39.07586246,-95.74114565
KSWichita,3.6,3.3,4,6.4,-0.44,37.64648007,-97.23616885
KSWichita,7.9,6.9,9,6.4,0.23,37.71412425,-97.37165269
KSOverland Park,2.3,2.1,2.4,6.4,-0.64,38.87626195,-94.65691107
KSKansas City,8.5,7.9,9.2,6.4,0.33,39.13201875,-94.6640132
KSKansas City,5.3,5,5.7,6.4,-0.17,39.11444207,-94.6425527
KSWichita,7.9,7.4,8.3,6.4,0.23,37.69158474,-97.31606303
KSKansas City,4.5,4.1,5,6.4,-0.30,39.12221601,-94.8331167
KSWichita,6.9,6.3,7.6,6.4,0.08,37.72458255,-97.37055461
KSWichita,9.2,8.6,9.9,6.4,0.44,37.65265319,-97.36331594
KSOverland Park,6.9,5.8,8.5,6.4,0.08,38.95323302,-94.6256359
KSKansas City,7.1,6.8,7.5,6.4,0.11,39.12309524,-94.66624156
KSWichita,3.8,3.6,4,6.4,-0.41,37.6369682,-97.2786057
KSKansas City,6,5.6,6.4,6.4,-0.06,39.09721038,-94.62908951
KSTopeka,3.9,3.6,4.3,6.4,-0.39,39.02762273,-95.78413369
KSKansas City,9.4,8.8,10,6.4,0.47,39.13696071,-94.62542386
KSWichita,5.3,4.7,5.9,6.4,-0.17,37.73037326,-97.23546269
KSWichita,6.9,6.5,7.3,6.4,0.08,37.70698951,-97.32758349
KSWichita,4.7,4.1,5.3,6.4,-0.27,37.72965336,-97.43103773
KSOverland Park,3.7,3.3,4.2,6.4,-0.42,38.92395901,-94.71419592
KSLawrence,1.4,1.3,1.5,6.4,-0.78,38.9535355,-95.26004479
KSOlathe,3.6,3.2,4,6.4,-0.44,38.86196728,-94.77032845
KSOverland Park,4.3,3.8,4.9,6.4,-0.33,38.92328608,-94.67722221
KSOverland Park,4.8,4.4,5.4,6.4,-0.25,39.00258416,-94.65954161
KSWichita,7,6.6,7.5,6.4,0.09,37.65282712,-97.32429185
KSTopeka,6.6,5.9,7.5,6.4,0.03,39.03727122,-95.73440523
KSTopeka,6.9,6.4,7.3,6.4,0.08,39.05982716,-95.68389634
KSOverland Park,6.4,5.9,7,6.4,0.00,38.94396964,-94.658219
KSOverland Park,6.3,5.5,7.4,6.4,-0.02,38.91865916,-94.65782427
KSKansas City,7.7,7.2,8.4,6.4,0.20,39.13238775,-94.72001474
KSKansas City,10.4,9.5,11.5,6.4,0.63,39.07669855,-94.61348133
KSTopeka,4.1,3.7,4.5,6.4,-0.36,39.09935716,-95.65646148
KSOlathe,3,2.7,3.4,6.4,-0.53,38.87636389,-94.75166171
KSWichita,9.5,8.7,10.4,6.4,0.48,37.65510003,-97.30717891
KSKansas City,9.4,8.9,9.9,6.4,0.47,39.10436403,-94.63133279
KSWichita,4.6,4,5.2,6.4,-0.28,37.68200689,-97.28766611
KSLawrence,3.7,3.4,4,6.4,-0.42,38.94242954,-95.25130963
KSKansas City,9.2,8.6,9.9,6.4,0.44,39.10810181,-94.71140473
KSOverland Park,3.3,3,3.6,6.4,-0.48,38.83953129,-94.71260464
KSKansas City,7.2,6.8,7.7,6.4,0.13,39.13607473,-94.68095126
KSWichita,3.5,3.2,3.7,6.4,-0.45,37.74124893,-97.2565819
KSWichita,4.7,4.3,5.1,6.4,-0.27,37.70200724,-97.42776983
KSOverland Park,3.2,2.8,3.7,6.4,-0.50,38.89102544,-94.72853466
KSWichita,1,1,1,6.4,-0.84,37.75488797,-97.49448888
KSWichita,6.4,5.9,6.9,6.4,0.00,37.67557528,-97.3033017
KSOlathe,5.5,4.9,6.3,6.4,-0.14,38.85453289,-94.84752524
KSWichita,10.9,9.4,12.5,6.4,0.70,37.67740336,-97.35065001
KSWichita,6.4,5.7,7.1,6.4,0.00,37.68691314,-97.24126891
KSTopeka,7.4,7,7.9,6.4,0.16,39.06775465,-95.62873768
KSKansas City,5.3,4.9,5.9,6.4,-0.17,39.05059529,-94.69535888
KSOlathe,4.7,4.1,5.4,6.4,-0.27,38.92385712,-94.80258343
KSWichita,1,1,1,6.4,-0.84,37.59160689,-97.29610794
KSWichita,4.7,4.2,5.3,6.4,-0.27,37.76415911,-97.25109743
KSWichita,6,5.6,6.5,6.4,-0.06,37.68673851,-97.42804058
KSKansas City,5.8,5.4,6.3,6.4,-0.09,39.07096452,-94.70530372
KSTopeka,7.1,6.6,7.6,6.4,0.11,39.00804693,-95.66061473
KSLawrence,4.1,3.7,4.5,6.4,-0.36,38.99815304,-95.28161614
KSOlathe,3.7,3.4,4,6.4,-0.42,38.89143885,-94.82743518
KSOverland Park,3.8,3.4,4.2,6.4,-0.41,38.8400388,-94.6770444
KSWichita,7.3,6.8,7.9,6.4,0.14,37.68556671,-97.39984857
KSWichita,3.6,3.3,4,6.4,-0.44,37.63546371,-97.45780525
KSKansas City,8.6,7.8,9.5,6.4,0.34,39.14391048,-94.64472401
KSOverland Park,5,4.6,5.5,6.4,-0.22,38.9640486,-94.7126629
KSKansas City,9,8.4,9.5,6.4,0.41,39.12420803,-94.64203403
KSWichita,4.7,4.4,5.1,6.4,-0.27,37.70020622,-97.28261186
KSTopeka,7.7,7.2,8,6.4,0.20,39.04832382,-95.67223567
KSKansas City,6.8,6.3,7.2,6.4,0.06,39.11100218,-94.75104487
KSOverland Park,4.8,4.2,5.3,6.4,-0.25,38.94955297,-94.69536479
KSKansas City,13,12,14,6.4,1.03,39.11614966,-94.62580483
KSTopeka,7.5,7,8,6.4,0.17,39.02251151,-95.66074678
KSKansas City,4.5,4,4.9,6.4,-0.30,39.17023546,-94.82051507
KSWichita,6.5,6.1,6.9,6.4,0.02,37.66912035,-97.25614751
KSLawrence,3.1,2.8,3.5,6.4,-0.52,38.98072697,-95.30144448
KSTopeka,5.9,5.3,6.5,6.4,-0.08,39.02146059,-95.73378239
KSLawrence,6.3,5.5,7.2,6.4,-0.02,38.94929736,-95.2901547
KSOverland Park,3.2,2.9,3.6,6.4,-0.50,38.86232986,-94.65903872
KSKansas City,7.1,6.5,7.7,6.4,0.11,39.13582597,-94.74550846
KSWichita,3.5,3.1,3.9,6.4,-0.45,37.71128533,-97.49257501
KYLouisville,7.6,7,8.2,6.4,0.19,38.12899121,-85.82711089
KYLouisville,4.6,4.3,5,6.4,-0.28,38.15332638,-85.56244053
KYLexington,10.6,9.9,11.4,6.4,0.66,38.04534055,-84.47520042
KYLouisville,8.8,7.7,10,6.4,0.38,38.26736702,-85.65025811
KYLexington,3.8,3.4,4.1,6.4,-0.41,38.01274588,-84.40258971
KYLexington,4.2,3.8,4.7,6.4,-0.34,38.02887181,-84.430402
KYLouisville,9,8.4,9.7,6.4,0.41,38.25278569,-85.73710348
KYLouisville,8.5,7.8,9.3,6.4,0.33,38.19448745,-85.86967127
KYLexington,7.7,7,8.4,6.4,0.20,37.99826215,-84.50872289
KYLouisville,6.5,5.8,7.3,6.4,0.02,38.18983244,-85.60046428
KYLouisville,6.1,5.4,6.9,6.4,-0.05,38.21943824,-85.73579382
KYLexington,4.8,4.3,5.3,6.4,-0.25,37.98889303,-84.50183577
KYLouisville,10,9.2,10.9,6.4,0.56,38.24337532,-85.80520215
KYLexington,5.8,5.2,6.6,6.4,-0.09,37.98989479,-84.53999976
KYLouisville,10.6,9.8,11.3,6.4,0.66,38.25408754,-85.76980056
KYLouisville,7.5,6.8,8.2,6.4,0.17,38.1387805,-85.85779759
KYLouisville,4,3.8,4.3,6.4,-0.38,38.31656246,-85.53985076
KYLexington,6.2,5.5,7,6.4,-0.03,38.01173946,-84.46996083
KYLouisville,4.9,4.4,5.5,6.4,-0.23,38.25697924,-85.69250337
KYLexington,4.9,4.4,5.5,6.4,-0.23,37.99944026,-84.42777162
KYLouisville,8.1,7.4,8.7,6.4,0.27,38.19639924,-85.76267169
KYLexington,6.8,6.3,7.4,6.4,0.06,38.04238834,-84.52995217
KYLouisville,9.4,8.5,10.3,6.4,0.47,38.11388572,-85.87005301
KYLexington,5.8,5.3,6.4,6.4,-0.09,37.98490875,-84.46905608
KYLexington,5.9,5.5,6.5,6.4,-0.08,38.01388771,-84.50450376
KYLouisville,9.2,8.2,10.5,6.4,0.44,38.22448456,-85.62904942
KYLouisville,6.9,6.3,7.7,6.4,0.08,38.22886812,-85.81742107
KYLexington,6.7,5.9,7.5,6.4,0.05,37.97473067,-84.51044598
KYLexington,2,1.8,2.2,6.4,-0.69,38.03742212,-84.50101161
KYLouisville,7.8,7.1,8.6,6.4,0.22,38.20111102,-85.71412996
KYLouisville,8.6,8,9.2,6.4,0.34,38.25492735,-85.80313651
KYLexington,10.9,10.4,11.4,6.4,0.70,38.06658807,-84.50738138
KYLouisville,8.4,7.4,9.5,6.4,0.31,38.18992285,-85.5917419
KYLouisville,9.6,9.2,10.1,6.4,0.50,38.21401182,-85.83929557
KYLouisville,9.8,9.2,10.5,6.4,0.53,38.16544279,-85.78925191
KYLouisville,7.2,6.6,7.9,6.4,0.13,38.11584992,-85.76431302
KYLexington,5.7,5.2,6.2,6.4,-0.11,38.02533033,-84.52183885
KYLouisville,7.9,7.2,8.6,6.4,0.23,38.1729868,-85.8476699
KYLouisville,4.7,4,5.5,6.4,-0.27,38.25109431,-85.65248753
KYLexington,9.3,8.5,10.2,6.4,0.45,38.05758815,-84.44926506
KYLouisville,8.8,8.1,9.5,6.4,0.38,38.16403381,-85.69074245
KYLexington,5,4.4,5.7,6.4,-0.22,37.95436704,-84.46374005
KYLouisville,7.2,6.5,7.9,6.4,0.13,38.11288531,-85.53845668
KYLouisville,9.1,8.3,9.8,6.4,0.42,38.15037725,-85.75299257
KYLouisville,5.9,5.6,6.4,6.4,-0.08,38.15638784,-85.6748238
KYLouisville,9.9,9.2,10.6,6.4,0.55,38.24601,-85.79278564
KYLouisville,13.6,12.4,14.9,6.4,1.13,38.23629155,-85.76166161
KYLexington,7.8,6.9,8.8,6.4,0.22,38.14869631,-84.44302781
KYLouisville,6.2,5.7,6.8,6.4,-0.03,38.14791487,-85.60411296
KYLouisville,1,1,1,6.4,-0.84,38.26174975,-85.65662618
KYLouisville,4.8,4.3,5.4,6.4,-0.25,38.2309872,-85.72011165
KYLexington,7.6,6.9,8.3,6.4,0.19,38.03669849,-84.46147842
KYLouisville,7,6.4,7.6,6.4,0.09,38.28175308,-85.62081879
KYLexington,6.9,6.4,7.5,6.4,0.08,38.03605656,-84.35478736
KYLouisville,1,1,1,6.4,-0.84,38.2237033,-85.67637091
KYLouisville,5.6,5,6.2,6.4,-0.13,38.30976006,-85.56057357
KYLouisville,8.8,8,9.7,6.4,0.38,38.17665565,-85.65012496
KYLexington,9.5,8.7,10.4,6.4,0.48,38.08693376,-84.45436993
KYLexington,9.8,9.1,10.6,6.4,0.53,38.05170326,-84.50254025
KYLouisville,7.3,6.7,7.9,6.4,0.14,38.09344048,-85.59525459
KYLouisville,6.9,6.3,7.5,6.4,0.08,38.16187526,-85.7098141
KYLouisville,9.6,8.9,10.2,6.4,0.50,38.23281556,-85.74606453
KYLexington,3.9,3.6,4.2,6.4,-0.39,38.07405152,-84.55169026
KYLexington,4.5,4,5.1,6.4,-0.30,37.97953858,-84.56056156
KYLouisville,5.1,4.6,5.8,6.4,-0.20,38.24218605,-85.71501624
KYLouisville,11,10.1,12,6.4,0.72,38.2381672,-85.82494759
KYLouisville,5.5,4.9,6.2,6.4,-0.14,38.22907008,-85.68725419
KYLouisville,6.8,6.4,7.2,6.4,0.06,38.19083871,-85.61572991
KYLouisville,6.1,5.5,6.9,6.4,-0.05,38.25407209,-85.57248957
KYLouisville,6.6,6,7.2,6.4,0.03,38.14086679,-85.8059391
KYLexington,8.5,7.9,9.1,6.4,0.33,38.05234981,-84.54073658
KYLouisville,7.9,7.1,8.7,6.4,0.23,38.22980362,-85.73159454
KYLouisville,7.4,6.8,8.1,6.4,0.16,38.12778571,-85.85736172
KYLouisville,9.3,8.1,10.8,6.4,0.45,38.25029378,-85.55128311
KYLexington,5.5,5,6.1,6.4,-0.14,38.03619718,-84.47852842
KYLouisville,5.8,5.2,6.5,6.4,-0.09,38.26879995,-85.71744602
KYLouisville,5.3,4.9,5.7,6.4,-0.17,38.22915148,-85.76183634
KYLouisville,6.4,5.7,7.5,6.4,0.00,38.30104518,-85.60100646
KYLouisville,6,5.5,6.4,6.4,-0.06,38.13743579,-85.60045601
KYLouisville,8.3,7.7,9,6.4,0.30,38.1250274,-85.71902673
KYLexington,6,5.4,6.5,6.4,-0.06,37.98744423,-84.51585064
KYLexington,6.8,6.1,7.7,6.4,0.06,38.01044633,-84.48360999
KYLexington,4.8,4.3,5.5,6.4,-0.25,37.96773443,-84.51717533
KYLouisville,6.3,5.6,7,6.4,-0.02,38.23728737,-85.73400064
KYLexington,5.4,4.9,5.9,6.4,-0.16,38.02232439,-84.44193181
KYLouisville,7.3,6.6,8.1,6.4,0.14,38.13188485,-85.75804988
KYLouisville,7.7,6.7,9.2,6.4,0.20,38.35791017,-85.60612344
KYLouisville,6.9,6.3,7.5,6.4,0.08,38.09908146,-85.85338558
KYLouisville,9,8.3,9.6,6.4,0.41,38.1948104,-85.7694393
KYLexington,9.5,8.8,10.4,6.4,0.48,38.04981301,-84.46309181
KYLouisville,7.2,6.4,8,6.4,0.13,38.16999419,-85.59128218
KYLexington,4.7,4.2,5.2,6.4,-0.27,37.97364459,-84.45729635
KYLouisville,10.1,9.5,10.7,6.4,0.58,38.25686146,-85.81286265
KYLouisville,4,3.5,4.9,6.4,-0.38,38.24016246,-85.61044511
KYLouisville,4.5,4.1,5,6.4,-0.30,38.09259603,-85.65585737
KYLexington,6.6,5.8,7.6,6.4,0.03,38.01054306,-84.44537094
KYLouisville,6,5.5,6.6,6.4,-0.06,38.26270743,-85.70315861
KYLouisville,4.6,4.3,4.8,6.4,-0.28,38.22121112,-85.77137192
KYLexington,4.5,4,5,6.4,-0.30,37.9550337,-84.49462909
KYLouisville,5.8,5.3,6.4,6.4,-0.09,38.1645777,-85.60841997
KYLouisville,11.3,9.6,13.3,6.4,0.77,38.27958706,-85.57934152
KYLouisville,7,6.5,7.6,6.4,0.09,38.17453862,-85.69912379
KYLexington,5.4,4.7,6.2,6.4,-0.16,37.94719233,-84.47439889
KYLexington,6.7,6.2,7.3,6.4,0.05,38.09485257,-84.58813159
KYLouisville,8.4,7.9,9,6.4,0.31,38.18494299,-85.77334983
KYLouisville,6,5.6,6.3,6.4,-0.06,38.16391438,-85.62760772
KYLouisville,9.1,8.3,10,6.4,0.42,38.09863972,-85.73048174
KYLexington,4.3,3.9,4.8,6.4,-0.33,37.98615603,-84.4413446
KYLouisville,5.8,5.3,6.4,6.4,-0.09,38.20237537,-85.52687423
KYLouisville,9.8,9.3,10.4,6.4,0.53,38.25375271,-85.78602029
KYLouisville,11.8,11.1,12.8,6.4,0.84,38.21845762,-85.78943353
KYLexington,5.1,4.6,5.7,6.4,-0.20,38.02655809,-84.57198582
KYLexington,7.5,6.8,8.2,6.4,0.17,38.04755698,-84.43652229
KYLouisville,6.5,5.7,7.3,6.4,0.02,38.21659372,-85.64265876
KYLexington,6.3,5.7,6.9,6.4,-0.02,38.09382938,-84.49987393
KYLouisville,9.1,8.5,9.7,6.4,0.42,38.27617367,-85.7820327
KYLouisville,6.3,5.4,7.3,6.4,-0.02,38.21954595,-85.66248089
KYLouisville,8.6,7.7,9.6,6.4,0.34,38.11515688,-85.84960536
KYLouisville,5.9,5.4,6.5,6.4,-0.08,38.21259438,-85.45988376
KYLouisville,10.3,9.7,11,6.4,0.61,38.23969107,-85.79436637
KYLexington,6.7,6.3,7.2,6.4,0.05,38.04493908,-84.49437572
KYLouisville,9.4,8.7,10.1,6.4,0.47,38.15980132,-85.83726148
KYLouisville,4.4,3.9,4.9,6.4,-0.31,38.23977956,-85.72756191
KYLexington,7.2,6.6,7.8,6.4,0.13,38.05880619,-84.52617072
KYLexington,5.5,5,6,6.4,-0.14,38.05746888,-84.42552801
KYLexington,9,8,10.1,6.4,0.41,38.03232369,-84.55424012
KYLouisville,7.2,6.5,8,6.4,0.13,38.28473378,-85.54907741
KYLouisville,6.2,5.8,6.7,6.4,-0.03,38.23786702,-85.67752429
KYLouisville,5.8,5.3,6.3,6.4,-0.09,38.12258837,-85.59489955
KYLouisville,5.5,4.8,6.2,6.4,-0.14,38.31000726,-85.60898806
KYLouisville,6.1,5.4,6.8,6.4,-0.05,38.22402663,-85.73956714
KYLexington,6.5,5.9,7,6.4,0.02,38.05154348,-84.55625696
KYLouisville,6.1,5.6,6.8,6.4,-0.05,38.17511956,-85.60849404
KYLouisville,7.3,6.5,8,6.4,0.14,38.2095114,-85.61138814
KYLouisville,6.9,6.2,7.5,6.4,0.08,38.13025399,-85.8780329
KYLexington,9.2,8.6,9.9,6.4,0.44,38.07659739,-84.46630344
KYLouisville,6.2,5.5,6.9,6.4,-0.03,38.2698247,-85.51978572
KYLouisville,7,6.3,7.7,6.4,0.09,38.09738357,-85.68086794
KYLouisville,5.9,5.5,6.5,6.4,-0.08,38.1030206,-85.64192767
KYLexington,7.3,6.4,8.2,6.4,0.14,37.91690946,-84.40515594
KYLouisville,9.3,8.8,9.9,6.4,0.45,38.21109675,-85.77773529
KYLouisville,8.1,7.3,8.8,6.4,0.27,38.14021227,-85.76753459
KYLouisville,4.7,4.1,5.3,6.4,-0.27,38.32877582,-85.58282944
KYLouisville,8.2,7.6,8.8,6.4,0.28,38.19919023,-85.78823625
KYLouisville,5.2,4.7,5.8,6.4,-0.19,38.28653766,-85.60043333
KYLouisville,9,8.2,9.9,6.4,0.41,38.1782246,-85.80607409
KYLouisville,7.3,6.6,8.2,6.4,0.14,38.25081114,-85.71622563
KYLouisville,4.1,3.7,4.6,6.4,-0.36,38.17499042,-85.5605991
KYLexington,6.5,6.1,6.9,6.4,0.02,38.05758588,-84.49105915
KYLouisville,7.2,6.6,7.7,6.4,0.13,38.20299221,-85.6755661
KYLouisville,8.6,8,9.2,6.4,0.34,38.14381095,-85.70035879
KYLexington,5.1,4.7,5.6,6.4,-0.20,38.00062468,-84.45598282
KYLouisville,6.1,5.4,6.8,6.4,-0.05,38.2270966,-85.60480299
KYLouisville,9.3,8.6,10,6.4,0.45,38.25925942,-85.8291219
KYLouisville,9,8.1,9.9,6.4,0.41,38.12312114,-85.65728898
KYLexington,4.7,4.2,5.2,6.4,-0.27,37.95974525,-84.5175332
KYLouisville,7.9,7.1,8.6,6.4,0.23,38.06432063,-85.87753315
KYLouisville,5,4.5,5.7,6.4,-0.22,38.25527928,-85.44055468
KYLouisville,7.3,6.7,7.8,6.4,0.14,38.13199568,-85.64248481
KYLexington,10.3,9.4,11.1,6.4,0.61,38.05818405,-84.47274735
KYLouisville,7.5,6.9,8.1,6.4,0.17,38.17565828,-85.77340277
KYLouisville,6.9,6.5,7.4,6.4,0.08,38.24127807,-85.74474992
KYLouisville,5.1,4.7,5.6,6.4,-0.20,38.26653139,-85.69529464
KYLexington,5.1,4.8,5.6,6.4,-0.20,38.01456746,-84.45223661
KYLouisville,2.1,1.9,2.2,6.4,-0.67,38.21813094,-85.75743137
KYLouisville,7.4,6.9,7.9,6.4,0.16,38.20931624,-85.65822442
KYLexington,7.2,6.4,8.1,6.4,0.13,38.01495268,-84.53921549
KYLouisville,5.2,4.9,5.6,6.4,-0.19,38.11281103,-85.64342378
KYLouisville,5.8,5.3,6.3,6.4,-0.09,38.25538962,-85.48818218
KYLouisville,11,10.3,11.7,6.4,0.72,38.26656678,-85.80353425
KYLouisville,5.6,5,6.2,6.4,-0.13,38.17083127,-85.52989683
KYLouisville,10.1,9.2,11,6.4,0.58,38.23008486,-85.79366244
KYLexington,5.7,5.1,6.4,6.4,-0.11,38.01679667,-84.61613063
KYLexington,6.9,6.3,7.4,6.4,0.08,38.08231144,-84.47962254
KYLouisville,8.3,7.3,9.4,6.4,0.30,38.2115342,-85.68564579
KYLexington,3.5,3.2,3.8,6.4,-0.45,38.04386583,-84.51345658
KYLexington,7,6.2,8,6.4,0.09,38.02894104,-84.39136979
KYLouisville,10.9,10.1,11.8,6.4,0.70,38.21840269,-85.8051426
KYLouisville,7.2,6.4,8.1,6.4,0.13,38.28399527,-85.67811729
KYLouisville,7.6,7.1,8.1,6.4,0.19,38.25820169,-85.7563269
KYLouisville,1,1,1,6.4,-0.84,38.22399971,-85.52004085
KYLexington,5.6,5.1,6.1,6.4,-0.13,37.9733408,-84.48696292
KYLouisville,6.8,6.4,7.2,6.4,0.06,38.16054377,-85.86476027
KYLouisville,8.5,7.7,9.2,6.4,0.33,38.04447156,-85.90908747
KYLexington,7.7,6.8,8.7,6.4,0.20,38.00054952,-84.5583139
KYLouisville,9,8,9.9,6.4,0.41,38.1863981,-85.71292788
KYLouisville,9.8,8.7,10.8,6.4,0.53,38.24750853,-85.82364778
KYLouisville,11.1,10.4,12,6.4,0.73,38.23872702,-85.77688605
KYLouisville,6,5.5,6.6,6.4,-0.06,38.16194031,-85.58112641
KYLouisville,4.8,4.3,5.3,6.4,-0.25,38.22065896,-85.6976502
KYLouisville,4.5,4.1,5,6.4,-0.30,38.23283643,-85.70007562
KYLouisville,7.3,6.4,8.3,6.4,0.14,38.27512275,-85.57277423
KYLexington,5.2,4.7,5.7,6.4,-0.19,38.02777505,-84.4853563
KYLouisville,6.5,5.9,7.2,6.4,0.02,38.20445912,-85.74750885
KYLouisville,8.1,7.5,8.8,6.4,0.27,38.18333091,-85.79157417
KYLouisville,9.1,8.2,10,6.4,0.42,38.13040817,-85.67206134
KYLouisville,7.2,6.6,7.8,6.4,0.13,38.19038179,-85.6336597
KYLexington,8.8,8,9.6,6.4,0.38,37.98441751,-84.48460257
KYLexington,9.5,8.8,10.2,6.4,0.48,38.05069567,-84.48376522
KYLouisville,10.7,9.8,11.6,6.4,0.67,38.25311082,-85.82087187
KYLouisville,8.5,7.8,9.1,6.4,0.33,38.20930416,-85.76592334
KYLexington,3.5,3.2,3.9,6.4,-0.45,37.98326851,-84.40548194
KYLexington,4.9,4.4,5.5,6.4,-0.23,37.98955695,-84.57746849
KYLouisville,6.8,6.4,7.2,6.4,0.06,38.17870472,-85.75913879
KYLouisville,6.5,5.9,7.2,6.4,0.02,38.13231321,-85.62342019
KYLouisville,6.7,6.2,7.3,6.4,0.05,38.09877564,-85.695726
KYLexington,4,3.7,4.3,6.4,-0.38,37.98187994,-84.50232876
KYLexington,6.6,5.9,7.5,6.4,0.03,37.99912968,-84.48532409
KYLexington,4.5,4.2,4.8,6.4,-0.30,37.97987214,-84.52450537
KYLexington,4.8,4.3,5.4,6.4,-0.25,38.00890029,-84.41060541
KYLexington,3.4,3.2,3.7,6.4,-0.47,38.03311961,-84.51530155
KYLouisville,5.7,5.3,6.1,6.4,-0.11,38.2309734,-85.75369383
KYLouisville,9,8.2,9.8,6.4,0.41,38.13691081,-85.78465932
KYLouisville,8.2,7.3,9,6.4,0.28,38.1501401,-85.86061649
KYLouisville,3.3,3,3.6,6.4,-0.48,38.20300091,-85.60151548
KYLouisville,2.6,2.4,2.9,6.4,-0.59,38.24390009,-85.57443779
KYLexington,1.4,1.3,1.6,6.4,-0.78,38.02975691,-84.50304684
KYLouisville,7.7,7.1,8.3,6.4,0.20,38.26241336,-85.67870535
KYLouisville,6.6,6.2,7.1,6.4,0.03,38.15228338,-85.89171423
KYLouisville,4.7,4.3,5.3,6.4,-0.27,38.25178713,-85.69178709
KYLouisville,4.6,4,5.2,6.4,-0.28,38.17887752,-85.54407016
KYLouisville,6.6,6.1,7.1,6.4,0.03,38.12390148,-85.69047952
KYLouisville,10.2,9.7,10.8,6.4,0.59,38.26147022,-85.78252652
KYLouisville,9.6,9.1,10.3,6.4,0.50,38.23082409,-85.80266123
KYLouisville,7.3,6.7,8,6.4,0.14,38.08190878,-85.81461173
KYLouisville,3.7,3.3,4.1,6.4,-0.42,38.29547873,-85.51211536
KYLouisville,7.8,7.1,8.5,6.4,0.22,38.21527508,-85.72034741
KYLouisville,8.6,7.7,9.6,6.4,0.34,38.1880079,-85.68482126
KYLouisville,7.5,7,8.1,6.4,0.17,38.16278504,-85.81198538
KYLouisville,7.5,7,8.1,6.4,0.17,38.19793027,-85.83345835
KYLexington,9.6,9.1,10.2,6.4,0.50,38.06653345,-84.48614254
KYLouisville,11.7,10.6,12.9,6.4,0.83,38.23261358,-85.65067308
KYLouisville,5.4,5,5.9,6.4,-0.16,38.25087364,-85.67090085
KYLexington,3.1,2.8,3.5,6.4,-0.52,38.01571799,-84.39428274
KYLouisville,7.5,7,8.1,6.4,0.17,38.18676719,-85.84053796
KYLouisville,8.1,7.5,8.8,6.4,0.27,38.32909391,-85.63914568
KYLouisville,6.5,6.1,6.9,6.4,0.02,38.14910324,-85.64392611
KYLouisville,5,4.5,5.7,6.4,-0.22,38.22755113,-85.70712095
